user,transaction_date,sales_amount,join_date,region
1356,6/12/14,11.79,7/1/13,G
2526,6/12/14,12.12,7/1/13,M
4100,6/12/14,4.09,3/21/14,D
3326,6/12/14,40.81,11/12/14,G
4100,6/12/14,9.34,3/21/14,D
4645,6/12/14,79.68,11/17/14,S
4866,6/12/14,12.06,12/11/13,T
4917,6/12/14,23.87,3/21/14,B
4740,6/12/14,17.52,8/1/13,C
3816,6/12/14,8.59,8/1/13,G
4341,6/12/14,25.28,12/18/13,G
6373,6/12/14,23.77,1/9/14,C
4696,6/12/14,60.74,10/4/13,C
4379,6/12/14,60.98,7/2/13,C
6373,6/12/14,19.53,1/9/14,C
6609,6/12/14,90.81,11/4/13,A
6795,6/12/14,4.84,6/12/14,H
4900,6/12/14,13.93,1/2/14,E
7144,6/12/14,71.56,5/15/14,F
3978,6/12/14,15.78,12/18/13,M
8687,6/12/14,9.91,7/22/03,D
69,6/13/14,110.95,1/1/01,B
25,6/13/14,10.25,1/1/01,B
622,6/13/14,3.27,4/27/11,M
37,6/13/14,9.07,1/1/01,B
667,6/13/14,12.13,6/3/09,A
224,6/13/14,26.97,4/7/06,F
72,6/13/14,13.11,5/6/08,G
2,6/13/14,34.6,6/29/04,B
56,6/13/14,119.91,2/17/11,G
1751,6/13/14,6.48,6/13/14,H
488,6/13/14,16.33,9/12/10,N
1967,6/13/14,19.51,11/22/13,I
1282,6/13/14,72.82,12/6/11,B
1012,6/13/14,38.93,12/21/11,H
1154,6/13/14,8.93,10/2/13,C
56,6/13/14,19.79,2/17/11,G
2441,6/13/14,82.13,10/22/13,I
1560,6/13/14,47.8,1/20/12,A
3132,6/13/14,24.57,5/31/13,G
1580,6/13/14,38.45,11/11/14,P
1580,6/13/14,41.73,11/11/14,P
3132,6/13/14,8.19,5/31/13,G
1878,6/13/14,13.93,7/1/13,I
2750,6/13/14,20.08,7/1/13,S
1524,6/13/14,42.76,5/22/13,C
3132,6/13/14,16.38,5/31/13,G
2789,6/13/14,152.46,5/29/13,C
3487,6/13/14,19.69,7/2/13,B
4471,6/13/14,17.9,7/1/13,P
2205,6/13/14,10.24,7/1/13,P
4702,6/13/14,39.84,3/21/14,L
5562,6/13/14,9.13,1/9/14,B
4253,6/13/14,2.04,12/20/14,D
2378,6/13/14,22.25,9/17/13,G
4343,6/13/14,45.13,9/17/13,B
5027,6/13/14,12.29,12/18/13,G
6382,6/13/14,63.77,9/25/03,S
5450,6/13/14,31.56,1/29/14,G
4899,6/13/14,79.42,6/13/14,B
7426,6/13/14,92.2,3/5/05,S
8395,6/13/14,60.16,1/20/07,O
8401,6/13/14,8.43,3/6/10,G
7293,6/13/14,6.55,6/15/04,S
7372,6/13/14,53.28,6/14/14,S
6686,6/13/14,47.52,11/8/14,G
8258,6/13/14,2.87,5/18/12,I
8571,6/13/14,17.78,8/30/07,C
8510,6/13/14,17.13,2/4/13,D
101,6/14/14,128.45,12/23/08,B
495,6/14/14,113.44,10/2/10,J
317,6/14/14,25.9,6/5/09,H
22,6/14/14,27.72,7/6/05,B
295,6/14/14,9.43,9/28/11,B
403,6/14/14,16.72,11/12/08,B
486,6/14/14,143.56,8/30/07,C
4,6/14/14,78.59,7/28/11,B
545,6/14/14,24.51,12/16/09,M
1417,6/14/14,36.98,3/2/07,B
2390,6/14/14,10.2,6/14/14,D
377,6/14/14,30.77,4/16/11,H
615,6/14/14,11.89,9/30/03,B
2320,6/14/14,8.19,9/17/13,T
1936,6/14/14,19.85,6/4/12,I
2390,6/14/14,51,6/14/14,D
3285,6/14/14,51.81,6/14/14,D
3571,6/14/14,8.61,6/14/14,D
3507,6/14/14,27.38,7/2/13,F
2320,6/14/14,16.7,9/17/13,T
3729,6/14/14,31.64,6/14/14,F
2390,6/14/14,71.08,6/14/14,D
2825,6/14/14,8.93,9/15/13,F
2928,6/14/14,45.25,7/2/13,F
2592,6/14/14,3.69,9/2/13,M
2320,6/14/14,66.39,9/17/13,T
4125,6/14/14,98.85,11/20/14,D
4082,6/14/14,81.15,3/21/14,G
4125,6/14/14,87.77,11/20/14,D
5465,6/14/14,14.32,4/3/14,P
4895,6/14/14,8.11,10/30/13,M
4723,6/14/14,6.47,12/18/13,G
5709,6/14/14,10.65,4/16/14,G
5822,6/14/14,9.42,6/15/14,C
5799,6/14/14,82.86,1/9/14,S
5562,6/14/14,3.19,1/9/14,B
5799,6/14/14,10.25,1/9/14,S
5358,6/14/14,6.06,3/26/14,B
5662,6/14/14,22.11,3/21/14,C
6204,6/14/14,167.21,4/18/14,O
4679,6/14/14,25.32,5/31/14,G
5078,6/14/14,9.83,5/31/14,I
4758,6/14/14,5.88,3/21/14,G
4973,6/14/14,2.38,8/21/13,P
6266,6/14/14,11.48,4/7/14,G
6812,6/14/14,36.33,6/15/14,M
5242,6/14/14,134.09,3/21/14,G
7177,6/14/14,8.19,11/2/13,G
6738,6/14/14,23.76,6/15/14,A
7643,6/14/14,58.36,12/20/04,Q
8060,6/14/14,33.44,6/15/14,I
5942,6/14/14,42.22,2/10/14,L
5907,6/14/14,4.76,6/14/14,H
7030,6/14/14,52.69,5/17/12,P
5254,6/14/14,22.29,9/17/13,H
6898,6/14/14,26.26,2/16/07,C
8258,6/14/14,2.38,5/18/12,I
7961,6/14/14,64.17,12/10/11,G
6208,6/14/14,8.11,6/23/12,E
9521,6/14/14,40.16,3/16/09,F
9177,6/14/14,18.43,11/8/14,I
6067,6/14/14,19.87,11/20/15,P
8549,6/14/14,66.39,2/23/11,G
68,6/15/14,38.77,1/1/01,B
257,6/15/14,10.65,3/6/08,B
310,6/15/14,44.49,11/14/10,M
385,6/15/14,34.05,5/13/02,B
336,6/15/14,21.58,5/28/10,N
519,6/15/14,37.9,1/4/04,M
1022,6/15/14,38.44,5/18/09,I
310,6/15/14,4.92,11/14/10,M
310,6/15/14,24.59,11/14/10,M
521,6/15/14,14.75,9/12/09,M
2458,6/15/14,57.46,6/15/14,D
2542,6/15/14,13.03,9/3/13,B
2842,6/15/14,13.85,6/15/14,O
2186,6/15/14,9.52,6/6/13,C
1756,6/15/14,38.1,7/1/13,G
4324,6/15/14,3.2,9/17/13,U
3933,6/15/14,11.32,7/25/13,F
4324,6/15/14,30.66,9/17/13,U
5359,6/15/14,185.25,6/15/14,I
3989,6/15/14,91.15,8/1/13,I
5532,6/15/14,34.17,10/30/13,C
3912,6/15/14,24.32,9/17/13,P
3786,6/15/14,10.73,6/7/13,O
4924,6/15/14,28.27,1/9/14,H
4960,6/15/14,6.15,3/21/14,N
5460,6/15/14,2.38,1/5/14,H
6992,6/15/14,39.81,5/1/14,G
7692,6/15/14,12.29,11/8/14,H
7989,6/15/14,2.38,8/27/11,H
5433,6/15/14,67.77,5/27/14,C
154,6/16/14,52.17,7/26/11,G
12,6/16/14,31.91,1/20/06,E
178,6/16/14,2.05,5/14/00,B
296,6/16/14,13.85,7/14/03,D
10,6/16/14,94.82,1/1/01,C
39,6/16/14,8.93,1/4/09,L
12,6/16/14,54.62,1/20/06,E
179,6/16/14,13.85,1/20/07,I
1522,6/16/14,40.86,9/25/12,B
651,6/16/14,12.21,6/13/11,H
1244,6/16/14,29.46,4/1/13,B
2419,6/16/14,8.11,2/8/11,J
1189,6/16/14,51.23,4/27/14,I
2542,6/16/14,21.81,9/3/13,B
28,6/16/14,77.58,4/16/11,J
706,6/16/14,77.38,5/16/12,D
2488,6/16/14,12.21,7/1/13,S
2244,6/16/14,115.83,10/28/12,J
3387,6/16/14,32.79,7/25/13,G
1693,6/16/14,156.66,6/5/13,S
5457,6/16/14,47.95,1/4/14,D
5580,6/16/14,8.5,10/18/13,K
5499,6/16/14,70.74,11/28/13,D
5983,6/16/14,10.23,7/2/13,H
6193,6/16/14,2.38,12/18/13,H
7022,6/16/14,17.13,6/16/14,H
7298,6/16/14,24.51,6/18/05,U
7149,6/16/14,59.02,6/11/14,O
6115,6/16/14,15.96,6/16/14,H
5879,6/16/14,25.23,3/21/14,H
8105,6/16/14,9.01,11/7/14,A
9557,6/16/14,2.16,5/27/03,K
8258,6/16/14,5.73,5/18/12,I
122,6/17/14,65.66,1/9/09,B
4,6/17/14,83.53,7/28/11,B
52,6/17/14,15.41,9/29/04,B
4,6/17/14,45.44,7/28/11,B
221,6/17/14,11.39,4/12/07,B
590,6/17/14,17.05,6/20/07,L
441,6/17/14,9.67,10/20/03,B
53,6/17/14,27.05,3/23/00,B
842,6/17/14,4.02,4/18/11,M
875,6/17/14,10.18,12/13/10,M
747,6/17/14,12.7,7/12/01,O
28,6/17/14,63.16,4/16/11,J
899,6/17/14,17.74,9/11/12,C
2241,6/17/14,68.13,7/9/13,D
1737,6/17/14,19.58,7/1/13,H
3808,6/17/14,58.48,6/17/14,C
4025,6/17/14,9.09,7/1/13,B
2342,6/17/14,9.65,7/1/13,G
4168,6/17/14,80,6/6/13,H
2416,6/17/14,124.75,7/1/13,T
4122,6/17/14,50.41,3/21/14,A
4626,6/17/14,120.08,8/21/13,B
5580,6/17/14,7.17,10/18/13,K
4932,6/17/14,18.44,8/1/13,L
5373,6/17/14,3.69,11/20/13,L
4242,6/17/14,9.58,10/14/14,B
4600,6/17/14,88.53,12/19/13,I
6135,6/17/14,7.3,3/21/14,Q
3405,6/17/14,10.22,8/1/13,G
6319,6/17/14,10.65,6/17/14,G
6087,6/17/14,30.74,5/23/13,P
7538,6/17/14,9.41,3/31/14,C
7946,6/17/14,12.21,3/19/10,G
6135,6/17/14,85.6,3/21/14,Q
8597,6/17/14,3.2,10/9/12,O
9292,6/17/14,52.87,5/21/11,G
193,6/18/14,19.61,11/2/01,B
53,6/18/14,8.61,3/23/00,B
141,6/18/14,34.26,1/19/09,M
1051,6/18/14,50.66,9/2/09,D
1341,6/18/14,93.03,8/21/09,M
922,6/18/14,300.21,7/10/12,A
1299,6/18/14,7.22,6/29/09,B
547,6/18/14,101.71,5/8/10,M
579,6/18/14,167.38,4/8/12,B
2064,6/18/14,55.98,3/30/13,D
756,6/18/14,14.51,4/8/13,H
2847,6/18/14,50.69,6/18/14,I
629,6/18/14,3.19,7/2/13,N
4010,6/18/14,19.25,5/4/14,I
1506,6/18/14,73.68,4/18/15,D
4189,6/18/14,53.61,10/14/14,K
1693,6/18/14,69.91,6/5/13,S
1820,6/18/14,15.16,7/2/13,O
3077,6/18/14,22.54,3/21/14,G
3162,6/18/14,41.39,9/2/13,I
4725,6/18/14,18.85,7/25/13,I
5438,6/18/14,18.44,6/18/14,M
5899,6/18/14,4.26,1/29/14,M
5899,6/18/14,7.08,1/29/14,M
6697,6/18/14,1.56,4/1/14,S
6746,6/18/14,67.64,6/18/14,C
5614,6/18/14,25.41,3/26/14,C
5899,6/18/14,4.92,1/29/14,M
7776,6/18/14,56.4,6/18/14,F
6156,6/18/14,8.78,6/18/14,F
7019,6/18/14,24.99,11/10/14,G
9077,6/18/14,27.36,6/23/08,P
5759,6/18/14,5.33,1/27/14,C
7633,6/18/14,83.03,7/26/06,C
9354,6/18/14,12.21,3/17/12,I
7633,6/18/14,66.55,7/26/06,C
8372,6/18/14,169.98,6/11/12,H
9383,6/18/14,34.74,4/2/15,G
18,6/19/14,146.73,7/24/04,I
18,6/19/14,10.57,7/24/04,I
65,6/19/14,32.7,5/10/07,C
642,6/19/14,54.43,10/18/10,G
733,6/19/14,73.05,12/21/10,C
376,6/19/14,13.03,6/4/10,I
743,6/19/14,42.36,1/21/12,M
1356,6/19/14,4.01,7/1/13,G
1653,6/19/14,28.52,6/19/14,C
2327,6/19/14,4.08,12/28/13,B
764,6/19/14,141.01,5/9/13,I
4038,6/19/14,9.58,7/1/13,P
2654,6/19/14,23.35,6/1/13,E
1693,6/19/14,95.83,6/5/13,S
2972,6/19/14,17.13,7/1/13,B
4359,6/19/14,33.1,8/1/13,C
4932,6/19/14,4.92,8/1/13,L
5139,6/19/14,41.3,11/4/13,B
4130,6/19/14,27.71,1/9/14,S
5272,6/19/14,25.91,6/19/14,G
4359,6/19/14,12.3,8/1/13,C
5608,6/19/14,9.3,2/10/14,G
5614,6/19/14,107.87,3/26/14,C
6549,6/19/14,93.13,5/14/14,A
4199,6/19/14,59.34,3/21/14,C
6954,6/19/14,88.01,2/9/08,G
6184,6/19/14,5.9,5/10/14,A
6863,6/19/14,10.61,11/19/14,I
6786,6/19/14,4.98,5/31/14,I
8304,6/19/14,46.56,6/19/14,I
5580,6/19/14,10.84,10/18/13,K
5927,6/19/14,69.84,3/21/14,B
7633,6/19/14,9.74,7/26/06,C
9192,6/19/14,76.64,7/22/10,B
5139,6/19/14,12.3,11/4/13,B
9277,6/19/14,30.76,12/16/05,T
8085,6/19/14,4.76,8/3/04,I
9102,6/19/14,8.19,7/2/12,L
9821,6/19/14,14.67,5/16/11,M
5623,6/19/14,2.38,6/19/14,E
9961,6/19/14,8.45,6/19/14,M
78,6/20/14,52.06,5/29/08,A
615,6/20/14,62.8,9/30/03,B
96,6/20/14,45.57,1/11/08,M
282,6/20/14,9.75,1/2/04,B
552,6/20/14,10.25,9/24/10,B
923,6/20/14,27.99,12/18/11,B
527,6/20/14,22.87,8/1/10,C
959,6/20/14,8.61,3/26/13,C
1870,6/20/14,61.97,12/13/14,C
2662,6/20/14,43.27,6/6/13,B
1452,6/20/14,27.52,6/5/13,M
1972,6/20/14,5.44,7/1/13,A
2720,6/20/14,42.62,6/8/13,I
4227,6/20/14,63.6,11/7/14,I
3500,6/20/14,36.06,7/25/13,D
3077,6/20/14,91.6,3/21/14,G
5948,6/20/14,48.85,3/21/14,K
6145,6/20/14,37.64,6/20/14,B
5227,6/20/14,4.33,8/1/13,D
6768,6/20/14,12.29,6/20/14,L
5907,6/20/14,2.38,6/14/14,H
6115,6/20/14,24.98,6/16/14,H
6166,6/20/14,39.74,8/7/10,I
6319,6/20/14,49.49,6/17/14,G
6972,6/20/14,8.2,4/26/14,M
9281,6/20/14,62.35,6/20/14,C
6893,6/20/14,27.04,3/26/10,G
9452,6/20/14,40.97,6/21/14,C
5580,6/20/14,2.38,10/18/13,K
52,6/21/14,14.22,9/29/04,B
62,6/21/14,10.57,7/10/03,B
272,6/21/14,9.52,6/19/99,B
353,6/21/14,7.79,12/6/09,I
28,6/21/14,51.21,4/16/11,J
63,6/21/14,122.88,5/27/09,D
416,6/21/14,29.64,11/4/09,B
16,6/21/14,6.4,1/1/01,B
747,6/21/14,30.24,7/12/01,O
738,6/21/14,36.29,6/11/11,C
321,6/21/14,27.69,11/22/10,B
1422,6/21/14,13.85,11/7/10,J
466,6/21/14,11.15,3/10/11,B
1320,6/21/14,24.52,12/18/13,D
2310,6/21/14,10.23,7/1/13,B
1520,6/21/14,47.67,5/29/11,C
1536,6/21/14,37.36,11/30/12,M
2949,6/21/14,16.31,7/1/13,D
3247,6/21/14,58.56,2/10/14,C
1661,6/21/14,41.94,7/1/13,G
4000,6/21/14,12.21,3/21/14,P
1870,6/21/14,42.55,12/13/14,C
4184,6/21/14,16.39,3/21/14,C
4334,6/21/14,61.31,7/25/13,C
3507,6/21/14,28.35,7/2/13,F
4229,6/21/14,61.07,3/21/14,P
3287,6/21/14,15.16,6/1/13,C
3011,6/21/14,140.37,3/21/14,C
4816,6/21/14,58.23,7/2/13,K
4642,6/21/14,65.24,11/10/14,O
4359,6/21/14,44.92,8/1/13,C
5917,6/21/14,7.53,6/21/14,P
3487,6/21/14,32.4,7/2/13,B
6937,6/21/14,8.19,6/21/14,B
7106,6/21/14,45.08,6/21/14,D
6870,6/21/14,6.89,11/8/14,C
5742,6/21/14,50.4,5/2/14,G
7369,6/21/14,31.79,2/6/07,H
6326,6/21/14,33.59,3/17/07,A
4645,6/21/14,34.09,11/17/14,S
8505,6/21/14,37.3,11/12/14,S
5498,6/21/14,100.32,10/24/14,I
6778,6/21/14,63.61,2/8/11,E
8646,6/21/14,20.08,7/9/10,P
5862,6/21/14,11.06,10/12/13,I
8691,6/21/14,88.51,4/20/12,B
5178,6/21/14,84.57,4/18/14,A
6778,6/21/14,62.29,2/8/11,E
9421,6/21/14,116.47,11/8/03,B
5917,6/21/14,34.77,6/21/14,P
7895,6/21/14,44.92,4/13/11,B
9433,6/21/14,8.19,4/13/11,G
173,6/22/14,13.64,6/5/07,C
145,6/22/14,33.4,4/18/09,M
149,6/22/14,17.13,1/1/01,B
57,6/22/14,62.7,11/14/13,C
521,6/22/14,29.1,9/12/09,M
63,6/22/14,6.63,5/27/09,D
1007,6/22/14,59.35,8/29/10,F
1747,6/22/14,29.44,10/31/09,L
1824,6/22/14,45.57,6/7/13,G
544,6/22/14,42.87,12/5/11,H
28,6/22/14,12.47,4/16/11,J
1927,6/22/14,13.77,11/11/11,B
3532,6/22/14,30.34,6/16/13,C
3788,6/22/14,5.23,11/14/13,G
2654,6/22/14,33.82,6/1/13,E
4140,6/22/14,12.28,9/4/12,C
1879,6/22/14,11.39,6/22/14,C
4425,6/22/14,6.31,7/2/13,M
5675,6/22/14,47.54,1/9/14,P
5045,6/22/14,10.25,3/21/14,A
4890,6/22/14,11.89,9/2/13,F
5763,6/22/14,17.05,11/4/13,G
9972,6/22/14,61.64,6/23/14,E
7695,6/22/14,20.41,5/21/11,P
88,6/23/14,19.61,11/2/05,C
439,6/23/14,117.32,4/30/07,C
118,6/23/14,6.54,5/2/07,I
75,6/23/14,25,1/1/01,B
574,6/23/14,26.23,2/20/10,D
96,6/23/14,41.25,1/11/08,M
267,6/23/14,30.17,11/17/08,B
96,6/23/14,3.04,1/11/08,M
361,6/23/14,7.29,7/18/10,B
20,6/23/14,26.87,11/3/09,B
91,6/23/14,17.77,3/20/99,B
119,6/23/14,43.61,10/10/09,F
2327,6/23/14,17.19,12/28/13,B
2342,6/23/14,4.33,7/1/13,G
1694,6/23/14,223.28,7/1/13,B
2654,6/23/14,26.41,6/1/13,E
2168,6/23/14,24.33,7/25/13,L
3740,6/23/14,11.47,8/1/13,I
4948,6/23/14,17.13,6/23/14,S
5350,6/23/14,26.71,5/26/14,C
5785,6/23/14,35.08,1/29/14,E
5032,6/23/14,26.12,12/18/13,G
5811,6/23/14,11.39,11/12/14,G
5085,6/23/14,26.16,1/29/14,D
4718,6/23/14,12.44,11/8/14,N
4533,6/23/14,239.34,12/3/13,C
5785,6/23/14,35.39,1/29/14,E
6891,6/23/14,15.56,9/17/13,C
7837,6/23/14,35.25,3/13/06,M
5945,6/23/14,37.29,3/21/14,I
7731,6/23/14,79.51,11/10/14,I
9950,6/23/14,36.89,6/21/10,G
14,6/24/14,31.31,6/24/04,F
739,6/24/14,4.84,9/14/11,N
378,6/24/14,34.48,3/18/04,B
252,6/24/14,9.02,12/17/03,B
1452,6/24/14,73.78,6/5/13,M
28,6/24/14,64.86,4/16/11,J
1678,6/24/14,111.74,7/11/09,D
4,6/24/14,27.22,7/28/11,B
728,6/24/14,32.72,5/21/13,M
1779,6/24/14,37.38,4/5/13,N
289,6/24/14,23.14,3/6/12,C
2244,6/24/14,72.91,10/28/12,J
2244,6/24/14,24.51,10/28/12,J
2425,6/24/14,89.84,4/15/14,C
3449,6/24/14,33.45,7/1/13,C
3062,6/24/14,53.11,12/4/14,O
3787,6/24/14,8.2,7/2/13,H
1827,6/24/14,8.86,7/1/13,I
3787,6/24/14,40.57,7/2/13,H
3634,6/24/14,4.01,7/2/13,N
2083,6/24/14,36.72,3/21/14,P
4887,6/24/14,58.44,6/19/13,C
3843,6/24/14,74.09,7/25/13,F
4232,6/24/14,5.29,7/1/13,I
3280,6/24/14,18.02,7/1/13,G
4457,6/24/14,16.31,6/15/13,C
5343,6/24/14,75.67,9/2/13,D
4268,6/24/14,32.29,4/25/14,F
4268,6/24/14,26.23,4/25/14,F
5573,6/24/14,30.17,9/2/13,I
4590,6/24/14,43.62,10/30/13,G
5060,6/24/14,4.76,9/2/13,B
5709,6/24/14,10.65,4/16/14,G
4359,6/24/14,38.37,8/1/13,C
5027,6/24/14,7.14,12/18/13,G
5104,6/24/14,29.02,11/4/13,G
6652,6/24/14,11.39,3/21/14,B
8013,6/24/14,23.18,4/17/04,H
8511,6/24/14,30.56,4/20/11,C
8857,6/24/14,65.9,6/24/14,I
9006,6/24/14,0,2/4/13,M
8399,6/24/14,8.6,3/29/10,C
9183,6/24/14,43.54,6/3/09,C
6724,6/24/14,64.35,4/22/14,I
9958,6/24/14,3.68,9/20/10,I
9006,6/24/14,38.36,2/4/13,M
10,6/25/14,68.2,1/1/01,C
138,6/25/14,116.66,8/19/03,H
14,6/25/14,52.13,6/24/04,F
257,6/25/14,36.8,3/6/08,B
484,6/25/14,2.04,7/14/09,B
1386,6/25/14,19.52,8/23/06,B
1421,6/25/14,13.85,4/23/09,H
1541,6/25/14,32.24,7/25/12,B
579,6/25/14,20.55,4/8/12,B
850,6/25/14,42.95,9/24/10,A
408,6/25/14,95.61,4/10/09,C
1050,6/25/14,12.4,4/17/14,I
1260,6/25/14,2.38,1/3/03,B
756,6/25/14,30.43,4/8/13,H
2441,6/25/14,114.59,10/22/13,I
2680,6/25/14,30.17,9/17/13,G
793,6/25/14,67.32,8/4/11,C
2680,6/25/14,96.52,9/17/13,G
959,6/25/14,29.35,3/26/13,C
1762,6/25/14,24.92,2/24/14,D
4219,6/25/14,21.29,7/2/13,C
4362,6/25/14,31.15,11/4/13,C
1555,6/25/14,66.54,7/25/13,P
4403,6/25/14,9.21,7/25/13,G
3383,6/25/14,15.49,7/2/13,I
2626,6/25/14,18.68,7/1/13,C
1961,6/25/14,50.18,6/6/13,C
4180,6/25/14,16.14,7/25/13,P
2378,6/25/14,51.67,9/17/13,G
5556,6/25/14,18.51,3/21/14,P
5559,6/25/14,54.77,2/10/14,P
6694,6/25/14,16.76,5/21/14,P
4714,6/25/14,51.07,2/10/14,I
4841,6/25/14,12.29,9/17/13,S
7191,6/25/14,112.62,6/25/14,F
7079,6/25/14,27.03,6/25/14,M
6652,6/25/14,13.93,3/21/14,B
8408,6/25/14,8.11,8/20/10,L
6753,6/25/14,57.38,12/11/14,S
5852,6/25/14,115.34,4/3/14,H
5656,6/25/14,26.23,3/21/14,C
6302,6/25/14,14.42,5/15/14,R
5669,6/25/14,65.56,12/5/14,G
217,6/26/14,37.05,7/12/03,B
202,6/26/14,32.46,1/25/03,B
145,6/26/14,18.69,4/18/09,M
273,6/26/14,4.84,9/30/07,I
76,6/26/14,11.05,12/17/04,B
237,6/26/14,29.34,10/6/07,L
12,6/26/14,48.07,1/20/06,E
982,6/26/14,5.27,7/6/10,C
1043,6/26/14,72.05,7/16/09,I
1382,6/26/14,14.1,4/24/14,N
28,6/26/14,167.53,4/16/11,J
227,6/26/14,12.21,8/26/11,B
2407,6/26/14,24.47,10/24/12,N
675,6/26/14,19.51,4/15/08,M
2517,6/26/14,22.62,9/7/13,I
2444,6/26/14,28.52,11/16/11,N
2712,6/26/14,46.43,6/26/14,A
2442,6/26/14,7.19,7/12/13,B
1009,6/26/14,75.68,10/26/09,C
2954,6/26/14,16.31,6/26/14,C
1356,6/26/14,9.84,7/1/13,G
3892,6/26/14,32.77,3/21/14,G
4069,6/26/14,41.31,6/25/13,M
1754,6/26/14,40.46,7/2/13,B
4238,6/26/14,72.36,2/10/14,G
3931,6/26/14,24.5,9/17/13,K
3137,6/26/14,78.53,4/6/15,C
1756,6/26/14,148.86,7/1/13,G
3376,6/26/14,128.07,12/3/13,G
4123,6/26/14,12.21,12/18/13,G
2205,6/26/14,2.38,7/1/13,P
5166,6/26/14,6.55,1/29/14,C
3641,6/26/14,102.95,8/1/13,A
5489,6/26/14,10.57,9/17/13,H
5799,6/26/14,123.27,1/9/14,S
6654,6/26/14,54.51,4/10/14,K
7005,6/26/14,14.97,6/14/03,I
6699,6/26/14,13.91,6/26/14,G
6958,6/26/14,20.05,6/26/14,B
7335,6/26/14,42.62,4/22/13,I
4150,6/26/14,5.33,12/3/13,G
8081,6/26/14,21.13,6/26/14,N
8116,6/26/14,0.82,9/4/06,L
6786,6/26/14,9.04,5/31/14,I
6023,6/26/14,8.6,4/9/14,G
5909,6/26/14,18.03,10/13/14,I
5392,6/26/14,2.38,1/9/14,M
9781,6/26/14,22.13,10/2/11,I
468,6/27/14,79.67,8/10/06,F
2,6/27/14,17.13,6/29/04,B
40,6/27/14,2.05,3/29/99,B
498,6/27/14,11.31,3/5/03,D
25,6/27/14,9.02,1/1/01,B
1078,6/27/14,9.75,9/27/09,C
376,6/27/14,31.07,6/4/10,I
378,6/27/14,62.47,3/18/04,B
495,6/27/14,12.21,10/2/10,J
2942,6/27/14,52.05,6/27/14,I
861,6/27/14,4.02,5/12/13,B
2944,6/27/14,43.61,6/6/13,P
3062,6/27/14,37.3,12/4/14,O
1870,6/27/14,23.69,12/13/14,C
3664,6/27/14,162.2,8/1/13,L
1452,6/27/14,17.05,6/5/13,M
2167,6/27/14,45.83,7/1/13,O
4681,6/27/14,40.44,8/1/13,E
3077,6/27/14,50.41,3/21/14,G
5036,6/27/14,8.6,3/21/14,M
4300,6/27/14,100.82,7/25/13,I
3083,6/27/14,167.21,1/20/15,S
3019,6/27/14,64.75,3/21/14,L
4979,6/27/14,63.51,9/2/13,B
1819,6/27/14,4.99,7/1/13,B
5626,6/27/14,9.83,5/2/14,A
4501,6/27/14,6.14,3/21/14,M
5167,6/27/14,11.48,10/30/13,H
6451,6/27/14,65.24,6/27/14,A
5319,6/27/14,133.12,10/26/14,I
6787,6/27/14,58.2,5/7/04,P
5319,6/27/14,75.41,10/26/14,I
6440,6/27/14,24.51,4/1/14,H
4503,6/27/14,43.8,2/2/15,P
6313,6/27/14,44.27,10/18/12,P
6526,6/27/14,39.34,4/12/14,C
7676,6/27/14,9.01,9/11/04,P
5012,6/27/14,24.58,3/21/14,H
5319,6/27/14,52.46,10/26/14,I
7633,6/27/14,5.58,7/26/06,C
6172,6/27/14,19.96,12/18/13,L
6359,6/27/14,16.77,5/28/14,C
5319,6/27/14,41.31,10/26/14,I
7895,6/27/14,9.82,4/13/11,B
49,6/28/14,8.19,5/16/05,B
212,6/28/14,9.68,12/7/03,C
702,6/28/14,19.1,7/3/09,H
938,6/28/14,74.01,5/7/11,D
376,6/28/14,48.13,6/4/10,I
495,6/28/14,44.92,10/2/10,J
120,6/28/14,37.7,10/10/09,I
1623,6/28/14,46.75,6/26/11,L
1040,6/28/14,51.74,12/31/11,P
1233,6/28/14,49.44,12/7/04,B
2015,6/28/14,13.03,11/24/12,D
2372,6/28/14,35.99,5/23/13,G
1018,6/28/14,28.2,7/15/12,D
1541,6/28/14,12.89,7/25/12,B
1953,6/28/14,89.24,8/1/13,I
28,6/28/14,30.61,4/16/11,J
28,6/28/14,12.19,4/16/11,J
1473,6/28/14,38.8,4/3/13,B
2386,6/28/14,34.84,6/28/14,A
2711,6/28/14,67.17,8/5/13,A
1580,6/28/14,39.02,11/11/14,P
2310,6/28/14,87.53,7/1/13,B
3893,6/28/14,136.83,12/18/13,G
2605,6/28/14,9.43,12/4/03,B
3077,6/28/14,58.28,3/21/14,G
3722,6/28/14,52.12,7/1/13,S
3468,6/28/14,24.94,12/17/14,D
3693,6/28/14,4.66,9/2/13,M
2566,6/28/14,152.64,6/29/13,D
1452,6/28/14,63.28,6/5/13,M
4408,6/28/14,13.92,6/27/13,P
2990,6/28/14,62.24,7/1/13,H
4357,6/28/14,16.7,7/25/13,D
3164,6/28/14,34.01,3/21/14,B
4094,6/28/14,32.79,7/25/13,F
3280,6/28/14,12.22,7/1/13,G
3786,6/28/14,83.72,6/7/13,O
5311,6/28/14,18.13,3/21/14,B
4334,6/28/14,45.27,7/25/13,C
5389,6/28/14,6.39,9/18/13,I
5860,6/28/14,11.47,6/28/14,H
5189,6/28/14,24.6,3/3/15,C
4776,6/28/14,23.53,10/4/13,C
4258,6/28/14,12.7,8/21/13,C
4939,6/28/14,32.46,9/2/13,A
